id,company_id,period,revenue,net_profit,total_assets,total_liabilities,total_debt,equity,cash,current_assets,current_liabilities
41,5,2024Q1,21755178.18,1795147.18,57893568.0,31697138.29,17578608.69,26196429.71,7720845.62,16275910.7,12895821.86
42,5,2024Q2,22753015.62,2097300.45,57593216.62,30501197.99,18192812.2,27092018.63,7578394.59,16234263.78,11011635.65
43,5,2024Q3,22060692.13,1799347.56,57013208.96,25377366.5,17811906.19,31635842.46,7855842.62,24886757.46,10458447.48
44,5,2024Q4,21431391.7,1832385.53,57594189.84,31201115.36,18381885.2,26393074.47,7946089.59,21104593.03,12861227.02
45,5,2025Q1,22216308.2,1127442.97,58903927.21,28629716.46,19014834.82,30274210.75,7944211.94,18394229.08,16260231.51
46,5,2025Q2,22099164.23,2168283.05,60376105.62,25565618.94,19116870.31,34810486.68,7800557.44,18140231.44,9949163.42
47,5,2025Q3,22146743.31,1630119.76,60033296.76,29627185.85,19612089.94,30406110.91,7814187.84,20471539.56,16051773.32
48,5,2025Q4,21887643.39,1438592.7,61181225.5,27169772.73,20680870.7,34011452.77,8053984.91,26488433.99,9946888.55
49,5,2026Q1,22020871.45,2315623.77,61435763.39,30016140.68,21359275.87,31419622.71,7780562.35,25530597.33,10675273.75
50,5,2026Q2,21791205.24,2400153.79,59536182.86,30797453.26,21485275.68,28738729.61,7661625.61,26456981.27,17325626.22
51,6,2024Q1,23520046.19,2687149.27,62088457.48,31266692.89,17824276.65,30821764.59,7580553.94,20826114.37,12768862.46
52,6,2024Q2,23916980.57,1689509.71,62179394.98,31839739.91,18400433.83,30339655.08,7700730.25,26964196.21,15943780.33
53,6,2024Q3,24381350.16,1548728.78,61873037.25,29188534.71,18896912.49,32684502.54,7791862.01,17475860.53,13254145.1
54,6,2024Q4,24713525.76,2120194.67,62155536.56,30797167.71,18437660.16,31358368.85,7950463.83,26997745.02,13653759.23
55,6,2025Q1,24746584.6,1930849.58,62146749.17,30128952.17,18815570.54,32017797.0,8169386.64,17004028.06,10969009.87
56,6,2025Q2,25862333.79,2004044.78,62939608.57,30796950.07,18424896.8,32142658.5,8754577.75,23911165.54,14045300.96
57,6,2025Q3,25287627.42,2172882.38,62611107.7,27093171.93,18617490.82,35517935.77,9351260.04,24689419.87,9988315.37
58,6,2025Q4,25385969.13,2002620.31,62400864.82,31091546.2,19100000.51,31309318.62,9322910.84,19582327.05,16845239.05
59,6,2026Q1,25603862.67,2217517.42,62490172.63,26542105.91,19346406.96,35948066.72,9153936.24,18118218.51,12649766.87
60,6,2026Q2,26130983.24,2225088.26,62802558.02,26265905.76,19737349.35,36536652.25,9456399.76,18437631.13,13445976.83
61,7,2024Q1,17778592.82,2905747.87,39861806.25,23996544.42,15528243.4,15865261.83,6509578.95,12043315.62,9376149.36
62,7,2024Q2,18456471.79,2695057.71,39986701.21,20172389.2,15149740.71,19814312.01,6365934.59,16730629.47,8641726.12
63,7,2024Q3,18825497.0,2976816.75,41605003.08,21619858.16,15495160.41,19985144.92,6428807.39,16793499.76,9865083.9
64,7,2024Q4,19742387.07,3288014.21,41034447.39,22868583.74,14909774.67,18165863.65,6672813.27,15530935.73,13326777.38
65,7,2025Q1,20406287.61,2598140.15,41476003.88,25472873.14,15207732.31,16003130.75,6944333.88,12422114.0,9422771.38
66,7,2025Q2,20996432.24,3677332.32,42467271.19,21109657.67,15146449.35,21357613.52,7126952.4,17585666.8,7624317.19
67,7,2025Q3,21177550.22,2925615.5,42322803.44,20144525.32,15426155.85,22178278.12,7303414.59,16347717.66,9736830.59
68,7,2025Q4,20990030.28,2157574.12,41961330.01,25346194.91,15526481.86,16615135.1,7302340.66,10836516.19,11606344.89
69,7,2026Q1,22036658.44,2261934.64,42467972.34,19589411.92,15916777.35,22878560.43,7606573.14,14762691.2,10343353.26
70,7,2026Q2,22217609.2,2642875.12,41470409.98,22244808.32,15901394.93,19225601.66,7582246.72,12895747.71,9212061.86
71,8,2024Q1,21042194.28,2345075.45,41855853.75,22067971.3,14104067.96,19787882.46,3606816.19,16504214.2,12484196.6
72,8,2024Q2,21252104.29,2520478.9,42185817.69,20542041.65,14312837.65,21643776.03,3713324.46,13620841.31,7251981.36
73,8,2024Q3,21803952.92,2011507.26,42660806.2,20265208.46,14252325.78,22395597.75,3685721.75,11674943.02,12141142.26
74,8,2024Q4,21678122.71,2333310.07,43544585.32,24370866.68,14852669.83,19173718.64,3764280.44,11624041.41,12325400.64
75,8,2025Q1,21820399.33,2215057.23,43729913.45,21343701.89,15347676.89,22386211.57,3886400.48,12283673.53,9606381.26
76,8,2025Q2,22422510.14,2165692.91,43049453.1,18652686.04,14956216.38,24396767.06,4021922.08,13243089.12,10111844.47
77,8,2025Q3,22905029.37,2074842.67,42917465.79,21960432.08,14906019.02,20957033.71,3967603.07,14320482.87,11960550.85
78,8,2025Q4,23311982.98,2507418.93,43457012.01,20689492.86,15608147.15,22767519.15,3994197.96,17071061.53,9154811.62
79,8,2026Q1,22947229.42,2034851.15,43261513.59,26409725.84,15663980.15,16851787.74,3954126.74,17752339.75,14183850.47
80,8,2026Q2,22240692.1,2454364.35,43125781.04,22938394.01,16016412.26,20187387.03,4125803.69,14328561.44,13361282.82
81,9,2024Q1,15918101.7,1754331.68,61233134.98,38563787.62,32105376.84,22669347.36,9555857.99,18540913.87,22635370.89
82,9,2024Q2,16553352.48,2058754.79,61183726.66,42471759.53,32148916.5,18711967.14,9611972.91,23090028.84,17352953.29
83,9,2024Q3,17578218.73,2723760.57,60833955.41,43525589.18,32787052.68,17308366.23,9911560.3,27151155.84,25007019.76
84,9,2024Q4,17972691.2,2928726.39,60478969.46,46511164.65,33201154.68,13967804.81,10012550.02,23309819.85,18591877.14
85,9,2025Q1,18039175.42,3122465.23,63075241.85,48259637.47,33261730.39,14815604.38,9790623.21,22458106.7,21156918.24
86,9,2025Q2,18393581.55,2307981.62,64205539.95,47900426.21,34122447.13,16305113.74,9995613.52,28605807.72,26185569.71
87,9,2025Q3,19048092.71,1905091.48,65817180.12,46473162.45,34497579.62,19344017.68,9851704.56,18791752.73,19794466.15
88,9,2025Q4,19822479.64,3300995.19,66174396.11,48472342.32,33695496.02,17702053.79,9913098.9,22765262.26,21688650.49
89,9,2026Q1,20942836.09,2302433.13,68297281.06,43687218.2,33127469.21,24610062.86,10178047.29,30094065.58,21933312.86
90,9,2026Q2,21419300.45,3299265.29,68064380.47,44736270.46,32540218.57,23328110.01,10169079.61,29919334.28,21082772.55
91,10,2024Q1,27531525.95,1085096.11,103664289.47,45479594.76,30692091.0,58184694.71,13297637.66,27035019.76,24592742.82
92,10,2024Q2,27099988.71,520089.42,104326295.49,49044952.17,33306090.62,55281343.33,12982830.9,37770488.21,22429744.43
93,10,2024Q3,26214814.72,1046991.03,105065607.18,43773968.71,35153269.66,61291638.47,13003160.0,26986977.0,23006924.21
94,10,2024Q4,25682709.43,-98052.1,105647062.85,61269822.31,35296829.05,44377240.54,12234980.58,39433199.14,35783844.81
95,10,2025Q1,25463500.33,1256397.63,106534739.73,44964315.16,36231952.98,61570424.56,12054160.34,33017090.05,22742520.68
96,10,2025Q2,23922251.45,225418.58,107154389.36,62623073.83,37788304.73,44531315.53,11818820.63,45752226.62,32869982.15
97,10,2025Q3,23727389.28,-214649.69,105982110.12,59875839.45,36601740.47,46106270.67,11481681.45,45885037.27,28993726.56
98,10,2025Q4,22539248.61,646488.12,105836986.34,51424809.15,38580810.92,54412177.19,11832768.74,45030981.61,27549667.99
99,10,2026Q1,21608180.96,-209159.97,109945370.87,59304114.29,39699858.06,50641256.58,11771239.11,33186793.28,34230691.05
100,10,2026Q2,21360173.61,283865.68,110552674.69,52282501.24,42252488.69,58270173.45,11552624.18,30022917.58,26798058.95
101,11,2024Q1,14364302.41,1022471.88,40448743.01,23351251.17,15942409.94,17097491.84,7554166.66,14066288.13,10554732.62
102,11,2024Q2,14403986.17,1064126.02,41844145.63,23563229.18,15710628.37,18280916.45,7680116.8,14331537.95,11522727.89
103,11,2024Q3,13982346.43,1353865.3,42249587.76,26425550.9,16163934.05,15824036.86,7754164.32,10651341.16,15791738.84
104,11,2024Q4,14429682.59,736850.54,41908836.81,21634561.95,16851491.99,20274274.86,8170949.8,11378763.77,9952589.16
105,11,2025Q1,14488041.93,1358474.06,42444453.92,20612219.92,16746210.96,21832234.0,8405976.49,13220874.67,8698246.57
106,11,2025Q2,14330899.33,1613480.3,42612476.82,21627457.28,16933122.77,20985019.54,8702968.01,14722508.9,10243833.09
107,11,2025Q3,15504451.49,1054860.73,42204675.82,21233788.44,16916646.59,20970887.38,8316962.8,14394868.09,11734161.05
108,11,2025Q4,15456557.34,1334157.2,42444446.36,23891500.57,17576488.5,18552945.79,8333305.13,14392722.32,13580363.31
109,11,2026Q1,15379489.68,1013883.05,41012949.51,27108653.17,17828943.31,13904296.35,8201530.4,14700169.04,14161802.64
110,11,2026Q2,14487061.47,1176929.84,41844106.7,22768434.84,17639377.63,19075671.86,7760775.18,17918108.4,9864911.34
111,12,2024Q1,11306649.21,1103511.99,24756098.76,11416854.27,6306777.72,13339244.48,2486940.5,11069970.89,5900202.73
112,12,2024Q2,11594966.08,1065056.3,25057718.99,10104790.24,6279510.12,14952928.75,2474934.62,11085422.9,5362867.35
113,12,2024Q3,12037146.93,1004702.03,25629666.66,11496292.08,6479083.6,14133374.59,2488403.48,11006626.13,6584003.36
114,12,2024Q4,11714616.82,1164159.25,25362617.2,9633828.27,6577406.61,15728788.93,2439438.11,10779731.45,5462295.0
115,12,2025Q1,11637285.65,1129375.44,24953562.33,10578692.64,6971973.43,14374869.69,2560946.65,8148806.91,5260607.72
116,12,2025Q2,11500057.57,1354803.4,24988795.26,11142521.5,7363148.73,13846273.76,2532083.12,6331767.61,4916518.35
117,12,2025Q3,11571206.84,851047.66,25143014.06,9777591.17,7211505.72,15365422.9,2657327.26,10057514.0,3664711.8
118,12,2025Q4,11779923.77,1242906.49,25354572.14,10332395.78,7288338.87,15022176.36,2709031.27,10874693.82,4092313.45
119,12,2026Q1,11634615.52,829516.0,26180547.0,13487691.64,7270979.65,12692855.36,2731022.51,7008205.63,7938751.99
120,12,2026Q2,12019087.1,1115495.78,26595481.63,11680928.93,7307277.53,14914552.7,2807599.64,6868113.16,5794523.96
121,13,2024Q1,9590214.12,1470918.88,29034632.14,19834096.03,14265642.3,9200536.11,5860994.96,12386867.46,9803209.54
122,13,2024Q2,10036371.54,1631923.65,28660600.43,17747951.49,14232221.49,10912648.94,5912628.85,11398228.92,9788359.82
123,13,2024Q3,10119276.77,1074773.96,28359111.55,17707837.52,14004621.09,10651274.03,6211207.52,12266455.84,7051273.27
124,13,2024Q4,10494218.2,1407993.78,28156422.99,20077555.33,14042837.46,8078867.66,6258652.01,9419780.74,11045241.04
125,13,2025Q1,10654061.65,1735801.43,28048621.57,18656284.2,13786304.2,9392337.37,6434317.08,8639493.02,9390852.74
126,13,2025Q2,10631537.69,1095421.18,27884151.8,19345103.68,13608899.01,8539048.12,6211897.66,12372273.76,8973570.54
127,13,2025Q3,10827304.2,1089687.49,29365679.42,17122887.72,13768958.23,12242791.7,6117137.99,9013351.24,9268418.61
128,13,2025Q4,10671765.51,1598738.07,30042904.88,16975597.64,13771804.83,13067307.23,6252141.89,11966192.67,8485372.98
129,13,2026Q1,10607610.63,1441001.6,29606626.19,20055555.63,13619868.45,9551070.56,6089904.53,8138892.65,11885925.39
130,13,2026Q2,10595265.72,1170747.6,30532659.28,16452114.93,13734269.17,14080544.34,6303866.87,9117063.75,9029997.97
131,14,2024Q1,9240445.7,1344748.74,33891259.94,22359579.78,14985238.79,11531680.16,3952644.56,11662239.68,13130536.58
132,14,2024Q2,9389838.05,1239430.17,35020356.98,19775836.34,15266780.69,15244520.64,3859060.05,15543779.41,9930852.6
133,14,2024Q3,9939504.71,1308360.87,35339440.15,18156009.42,15076707.82,17183430.72,4002227.04,10084157.78,10280812.98
134,14,2024Q4,10309316.77,1090661.64,35029275.34,21271817.25,15171369.13,13757458.09,3960843.74,11439109.93,8281509.51
135,14,2025Q1,10679395.48,1302660.91,36085033.81,19880908.24,15734875.53,16204125.57,3966986.91,11135161.21,8678568.08
136,14,2025Q2,11085996.14,1442410.93,36610512.16,25071947.87,15923272.35,11538564.29,3953805.67,14061026.05,14980367.34
137,14,2025Q3,11639114.22,1525800.35,36180501.73,24161506.35,16206589.79,12018995.39,3952789.03,15782362.01,12222328.33
138,14,2025Q4,11707489.49,1419094.05,36720493.44,25019589.28,16182568.66,11700904.16,3831683.94,9534636.86,8763250.63
139,14,2026Q1,11634214.24,1982980.47,36240208.18,20999119.32,16439492.09,15241088.86,3755982.99,10109951.37,10402598.72
140,14,2026Q2,11861109.07,1623522.09,37464920.45,25221028.13,16223294.66,12243892.32,3793348.22,10708368.06,9478433.18
141,15,2024Q1,9148369.91,1040391.45,26393277.67,17730594.98,11318186.99,8662682.69,4055571.97,10476589.9,9520178.73
142,15,2024Q2,9074344.14,506021.29,26185317.07,16959672.05,11143791.92,9225645.02,4099252.06,10812199.1,8198327.1
143,15,2024Q3,9218964.69,919730.7,26352902.27,17055420.4,11599852.88,9297481.87,3921859.55,9026202.7,8533612.33
144,15,2024Q4,9117824.84,497970.21,26200320.13,17434947.32,11924633.8,8765372.81,3946594.62,10318794.06,9945385.06
145,15,2025Q1,9029774.76,611502.21,26150965.92,17345877.63,12148590.74,8805088.29,4008214.46,10618648.51,7502576.88
146,15,2025Q2,9213473.41,1016154.38,26366311.86,15978343.67,11872371.27,10387968.19,4047606.66,10357062.63,9057952.41
147,15,2025Q3,9280002.31,1018421.29,25865149.05,17488135.42,11920141.25,8377013.64,3984377.75,8203321.27,6134725.54
148,15,2025Q4,9349583.73,1003829.78,25791650.67,15687243.31,12217779.39,10104407.36,3913557.32,9846148.95,7934344.59
149,15,2026Q1,9050041.5,694489.71,25237597.77,14959405.37,12394262.73,10278192.4,4168330.33,9587816.36,5508994.67
150,15,2026Q2,9427989.79,484614.21,24658310.59,14378467.88,12368780.72,10279842.71,4271300.33,7103483.61,8414804.91
151,16,2024Q1,19528222.83,2489333.83,76546004.89,40493069.63,31443129.96,36052935.26,9881637.84,23293634.66,18720552.39
152,16,2024Q2,20378758.51,2505987.08,76416035.35,49520056.1,31788087.78,26895979.25,9643076.94,19254712.39,25724042.61
153,16,2024Q3,20382615.87,2561722.26,77279800.57,44420197.31,31907169.83,32859603.26,9617543.4,28023112.84,22139999.36
154,16,2024Q4,20862888.91,2116120.37,76472365.92,48106942.11,33147090.33,28365423.81,9536169.0,19985359.25,23618144.01
155,16,2025Q1,20863762.68,3627598.55,77414732.33,39240266.88,32728994.26,38174465.46,9563066.68,24096799.74,20269490.79
156,16,2025Q2,21258814.4,3708349.47,79306534.63,44831239.28,33131523.59,34475295.35,9707752.34,23192091.83,25903886.98
157,16,2025Q3,21788481.15,2190169.44,79913278.01,40389824.39,33673749.53,39523453.62,9527135.56,26322026.09,17199703.24
158,16,2025Q4,22242786.81,3093938.31,82546016.06,46181847.06,33892659.99,36364169.0,9874069.44,25661373.6,24043343.7
159,16,2026Q1,23005830.98,4016086.26,84136512.56,43619209.0,34486733.8,40517303.55,10116225.21,28093848.65,20556155.62
160,16,2026Q2,23671281.99,2917801.65,84168444.63,47090574.28,33792197.2,37077870.35,10658432.39,37600443.54,21101814.32
161,17,2024Q1,16117796.34,1115760.47,42805610.21,30213308.1,21587214.95,12592302.11,6517847.57,16953111.98,14445546.87
162,17,2024Q2,15952305.63,1525108.07,42887791.58,29080053.81,22634428.11,13807737.77,6531697.47,14682876.96,12042102.32
163,17,2024Q3,15902927.23,1043110.89,42844370.48,31616730.43,23052217.2,11227640.05,6823106.75,15573807.66,18580462.83
164,17,2024Q4,15903440.22,1188009.48,42903921.01,28497874.4,23416468.59,14406046.61,6712453.65,17991518.93,12172628.36
165,17,2025Q1,15850988.61,1692527.71,43005571.18,29695167.06,23557865.84,13310404.12,6730026.43,17914185.97,12815842.11
166,17,2025Q2,15745806.2,1514057.88,43940348.33,28567276.17,24034264.94,15373072.16,6625935.89,18875748.76,11730989.14
167,17,2025Q3,15999093.33,1447818.19,44478483.04,30371786.98,24325241.41,14106696.06,6635172.78,11963561.84,18199145.96
168,17,2025Q4,16355760.59,1007316.22,44823537.87,35528095.01,24467702.6,9295442.85,6956932.06,16161846.95,12657018.43
169,17,2026Q1,16006077.1,1695009.38,45008513.01,34579406.75,24985948.08,10429106.25,7193340.54,12558371.94,16356735.31
170,17,2026Q2,16715334.18,887808.28,45074065.58,33248284.73,24612086.64,11825780.86,7254756.88,11434904.83,18551612.45
171,18,2024Q1,11913690.93,1908547.64,35745805.18,16015495.03,12025341.27,19730310.16,4277139.65,15617606.67,9516544.34
172,18,2024Q2,12002741.63,1450428.05,35476098.81,20795676.27,12238394.43,14680422.54,4332620.09,10464121.63,12475511.41
173,18,2024Q3,12677981.24,1270013.32,35480728.7,19162345.31,12295077.0,16318383.39,4413715.9,14592196.76,7493184.78
174,18,2024Q4,12915525.17,1614047.46,34597334.08,16707423.59,11817882.12,17889910.49,4413792.55,13280748.4,8489849.18
175,18,2025Q1,13326642.85,2252510.27,33314253.15,16635622.77,11836187.66,16678630.38,4477992.06,13040983.79,8615863.76
176,18,2025Q2,13816989.02,1660726.03,32936481.22,17288182.22,11709841.41,15648299.0,4698354.31,14473404.36,8623346.07
177,18,2025Q3,14019928.17,1588171.25,33283277.72,18857915.57,11801179.97,14425362.15,4502994.4,10459209.3,8280427.9
178,18,2025Q4,14129008.22,2485421.23,32939412.64,18388262.72,11708734.24,14551149.92,4570804.63,12991443.64,9499699.22
179,18,2026Q1,14408772.94,1563935.51,33361120.18,17131455.44,11586014.27,16229664.74,4714942.14,10628956.15,6785124.82
180,18,2026Q2,14785543.35,2420874.55,33569266.85,16696116.41,11738080.25,16873150.44,4672153.19,13575172.73,6004030.51
181,19,2024Q1,16412501.48,558086.27,61938576.51,31309276.85,25254136.36,30629299.66,5466658.52,21050392.84,13205541.56
182,19,2024Q2,15940871.63,332580.18,60294886.35,35695327.31,26153219.62,24599559.04,5568466.05,16472772.62,18498370.06
183,19,2024Q3,15896595.27,-68308.05,61114836.52,40829157.3,27150399.02,20285679.22,5323452.61,21050367.87,21710433.52
184,19,2024Q4,15682897.1,-2987.42,61116902.23,43853399.36,28969052.27,17263502.87,5398467.24,16274547.17,20126960.21
185,19,2025Q1,14302669.35,-45105.82,62765919.75,43078601.09,31176766.62,19687318.66,5389352.75,18634559.46,22956672.08
186,19,2025Q2,13540339.97,477343.58,63017653.99,42886909.28,32152696.05,20130744.71,5473518.78,19570101.83,20313577.73
187,19,2025Q3,13268398.46,305910.22,63307883.89,42750207.82,34457155.83,20557676.08,5591955.55,17857561.67,21883677.36
188,19,2025Q4,12716108.45,566527.4,62655006.16,46523519.49,34907640.39,16131486.67,5388565.56,22375541.03,16983647.65
189,19,2026Q1,12343057.35,212422.63,62958092.76,45372413.22,35899981.04,17585679.54,5270042.41,17083223.41,26352397.83
190,19,2026Q2,11725834.83,5610.35,61712734.22,53229868.07,38124230.51,8482866.15,5423679.52,16120355.67,26500891.16
191,20,2024Q1,27499374.37,3264668.4,78481501.73,33744253.3,20168855.13,44737248.43,9319781.34,22557972.46,12085708.65
192,20,2024Q2,27420018.87,2966093.14,77614980.96,36034346.51,20006149.02,41580634.44,9747663.34,33328608.43,20955398.83
193,20,2024Q3,26783943.61,3050656.9,78307914.58,28273734.29,20138752.33,50034180.29,9679120.59,25675393.16,12804861.46
194,20,2024Q4,26685882.04,2649905.39,79681870.05,34708883.69,20733452.13,44972986.36,9534191.52,24704972.64,15621034.67
195,20,2025Q1,27218626.82,1610005.08,78203925.65,38070800.76,21160509.22,40133124.89,9690293.59,20649548.02,19882054.92
196,20,2025Q2,27595864.46,2994109.38,79544851.19,34338341.38,20972125.48,45206509.81,9936575.34,34057057.91,17067058.75
197,20,2025Q3,27797601.81,2374404.14,80230846.61,29970531.03,21634592.5,50260315.57,9614193.11,34012907.88,15553895.57
198,20,2025Q4,28277047.85,2196215.73,81992625.42,35646329.44,21813357.85,46346295.97,9636874.13,23670874.92,20425615.15
199,20,2026Q1,28519564.03,1569076.73,82253818.8,29858498.85,21971413.34,52395319.94,9978105.64,32191174.41,14102842.0
200,20,2026Q2,28087713.67,1589536.49,83621687.98,36453699.72,22230921.35,47167988.26,9683058.42,22059189.03,21584520.63
