id,company_id,period,financial_risk_score,financial_risk_level,risk_score_change,risk_trend,main_financial_risk_factor,financial_risk_explanation,negative_financial_signals,profitability_risk,liquidity_risk,leverage_risk,debt_growth_risk,revenue_risk,cash_risk,equity_risk,revenue,net_profit,total_assets,total_liabilities,total_debt,equity,cash,current_assets,current_liabilities,profit_margin,debt_ratio,liability_ratio,debt_to_equity,current_ratio,cash_ratio,revenue_growth,profit_growth,debt_growth,cash_growth,equity_growth,profitability_warning,liquidity_warning,leverage_warning,debt_growth_warning,profit_decline_warning,cash_decline_warning,equity_decline_warning
16,2,2025Q2,37.5,Low,-0.6199999999999974,Stable,Profitability,No major financial risk drivers detected.,4,50.0,50,50,25.0,0.0,25.0,0.0,16382491.23,1517858.46,36636899.48,27516272.24,19632494.36,9120627.23,3455717.49,16259731.69,12845196.83,0.09265126034192298,0.5358666982919047,0.7510535179163038,2.1525377438323394,1.2658219181215924,0.26902799044146686,0.01565702934588331,-0.2142924258864245,0.035229703479264574,-0.009475343526254454,0.06821969358564584,0,0,1,1,1,1,0
17,2,2025Q3,32.5,Low,-5.0,Improving,Liquidity,No major financial risk drivers detected.,2,25.0,50,50,25.0,25.0,0.0,0.0,15825370.83,1531804.16,36782197.87,27070958.1,20744513.3,9711239.77,3474600.91,9846497.97,9653392.79,0.09679420321046593,0.5639824290358536,0.7359798942868339,2.1361343959485,1.0200038664333684,0.3599357226610894,-0.03400706230684791,0.009187747321314665,0.05664175522523873,0.005464399232473216,0.06475569334281395,0,0,1,1,0,0,0
18,2,2025Q4,52.5,Medium,20.0,Rapid Deterioration,Liquidity,"Main financial risk drivers: low liquidity position, high leverage level, declining equity.",5,50.0,75,75,25.0,25.0,0.0,75.0,15637718.64,1154780.71,36944743.75,29879936.7,21393225.19,7064807.05,3630078.61,12171387.69,12465168.09,0.0738458554335519,0.5790600507277845,0.8087736892206756,3.0281400523174944,0.9764318942288728,0.2912177825273113,-0.011857680430733986,-0.24613032125464396,0.03127149239987226,0.044746923179732834,-0.2725123447343325,0,1,1,1,1,0,1
19,2,2026Q1,31.25,Low,-21.25,Improving,Liquidity,Main financial risk drivers: low liquidity position.,2,25.0,75,50,0.0,0.0,0.0,0.0,16227333.13,1441804.99,37245264.0,27414475.44,21313213.45,9830788.56,3723248.88,15164429.53,16089102.27,0.08885039694751123,0.5722395591020646,0.7360526546408693,2.168006495096462,0.9425280090534225,0.23141433359786828,0.03770463605169461,0.24855306077982542,-0.003740050379940074,0.025666185228975014,0.39151550642844524,0,1,1,0,0,0,0
20,2,2026Q2,42.5,Medium,11.25,Deteriorating,Liquidity,Main financial risk drivers: low liquidity position.,3,25.0,100,50,25.0,25.0,0.0,0.0,15787484.68,1470370.82,37596706.01,27280313.23,21317419.14,10316392.77,3741801.7,9958100.8,16213843.16,0.0931352175348556,0.5670023095728115,0.7256038128112596,2.066363661723981,0.6141727597665994,0.23077820989604295,-0.02710540582832055,0.019812547603958564,0.0001973278224733921,0.0049829653074386915,0.04939626226687954,0,1,1,1,0,0,0
21,3,2024Q1,42.31,Medium,,Stable,Profitability,No major financial risk drivers detected.,0,50.0,50,25,,,,,26736092.79,1594631.61,64215315.77,40748143.16,33709418.15,23467172.61,7716310.68,23634205.49,21344632.58,0.05964340498535501,0.5249435862113802,0.6345548981795499,1.4364499170912264,1.1072669159995445,0.3615105882511284,,,,,,0,0,0,0,0,0,0
22,3,2024Q2,25.62,Low,-16.69,Improving,Liquidity,Main financial risk drivers: low liquidity position.,3,12.5,75,25,0.0,0.0,25.0,25.0,27739225.57,3103867.18,62299991.3,41152781.28,33508763.71,21147210.03,7648234.91,23103397.05,23455563.17,0.11189451458071113,0.537861450873108,0.6605583792433051,1.5845477328907014,0.9849858169063096,0.3260733862822872,0.03751979722239751,0.9464477942965146,-0.005952474145567432,-0.008822321031791258,-0.09885991033327124,0,1,0,0,0,1,1
23,3,2024Q3,46.88,Medium,21.26,Rapid Deterioration,Liquidity,"Main financial risk drivers: weak profitability or declining profit, low liquidity position, declining equity.",4,62.5,75,50,0.0,25.0,0.0,75.0,27208635.96,2134892.6,61215509.08,46372152.37,32918458.99,14843356.71,7750431.62,18922966.05,24407549.87,0.07846378639262003,0.5377470429426673,0.7575229393158874,2.2177233649463375,0.7752915040955727,0.31754238591257666,-0.019127773003649873,-0.3121830039132022,-0.017616427902526266,0.013362130112711146,-0.2980938530925443,0,1,1,0,1,0,1
24,3,2024Q4,31.25,Low,-15.630000000000003,Improving,Profitability,No major financial risk drivers detected.,2,50.0,50,25,25.0,0.0,0.0,0.0,29123306.94,1822321.38,60791394.47,39713106.11,33677097.04,21078288.36,7905481.46,21844530.44,20941685.25,0.06257261181755068,0.5539780314896271,0.6532685498701309,1.5977149787887237,1.0431123464621836,0.3774997745226832,0.07036997307820947,-0.14641074684506383,0.02304597703769984,0.02000531681356854,0.420048629957098,0,0,0,1,1,0,0
25,3,2025Q1,33.75,Low,2.5,Stable,Equity Decline,Main financial risk drivers: declining equity.,3,25.0,50,50,25.0,0.0,0.0,75.0,29664876.47,1992629.21,60155128.07,45823610.04,34541014.85,14331518.03,8358269.6,25420104.79,16953090.93,0.06717133010869403,0.5741990077688152,0.7617573349137747,2.4101434877795707,1.4994377659484424,0.4930233450945101,0.018595742959951034,0.09345652850761166,0.025652977421833034,0.05727521369710464,-0.32008150826910886,0,0,1,1,0,0,1
26,3,2025Q2,30.0,Low,-3.75,Stable,Liquidity,Main financial risk drivers: low liquidity position.,2,25.0,75,25,25.0,0.0,0.0,0.0,29784719.35,2665401.36,61007564.62,41585973.57,36117109.55,19421591.04,8446591.54,15611547.25,16408388.18,0.08948888618619802,0.5920103478144707,0.6816527397713389,1.8596370130343347,0.9514369771571312,0.5147727764202613,0.004039891422477293,0.3376303763006665,0.045629658156960407,0.010567012578775792,0.3551663542790797,0,1,0,1,0,0,0
27,3,2025Q3,41.88,Medium,11.880000000000003,Deteriorating,Liquidity,Main financial risk drivers: low liquidity position.,4,12.5,100,50,25.0,25.0,0.0,50.0,29557838.21,3296813.75,61814953.41,45260100.96,36751134.25,16554852.44,8708814.68,16325390.46,22404185.47,0.11153771553173407,0.5945346914077696,0.7321869299132746,2.219961451374918,0.728675920035579,0.3887137379603205,-0.007617367057715763,0.23689204915840523,0.01755469105638885,0.03104484675957231,-0.1476057545489332,0,1,1,1,0,0,1
28,3,2025Q4,52.5,Medium,10.619999999999997,Deteriorating,Liquidity,Main financial risk drivers: low liquidity position.,6,50.0,100,50,25.0,25.0,25.0,50.0,29337341.84,2768381.19,63020279.55,48323515.62,37500747.16,14696763.93,8582217.82,17381456.78,23274048.16,0.09436373632956244,0.5950584070362157,0.7667931016024825,2.5516329539355946,0.74681708401174,0.36874624306870046,-0.007459827353862525,-0.16028583962318166,0.02039700067216277,-0.014536634967182382,-0.11223830092924703,0,1,1,1,1,1,1
29,3,2026Q1,40.62,Medium,-11.880000000000003,Improving,Liquidity,Main financial risk drivers: low liquidity position.,4,12.5,100,50,25.0,25.0,0.0,25.0,28605519.51,3115315.59,63087599.55,49216029.26,37770223.32,13871570.3,8599527.96,16867894.36,25859499.93,0.10890610075831479,0.5986948875755728,0.7801220780479038,2.722851306892054,0.6522900444966183,0.3325481151328668,-0.024945079686878646,0.12532031399909926,0.0071858877597894555,0.0020169774716811695,-0.05614798155092904,0,1,1,1,0,0,1
30,3,2026Q2,48.75,Medium,8.130000000000003,Deteriorating,Liquidity,"Main financial risk drivers: low liquidity position, high leverage level.",5,50.0,75,75,25.0,0.0,0.0,50.0,29200302.42,2771036.5,62906441.17,52055258.57,38102526.65,10851182.6,8727547.69,15829100.59,20992029.37,0.09489752743458059,0.6057015138883909,0.8275028375762749,3.5113708850498933,0.7540528984120795,0.41575531055957166,0.02079259248523968,-0.11051178606274037,0.0087980239667802,0.014886832230265545,-0.21773942204654373,0,1,1,1,1,0,1
31,4,2024Q1,40.38,Medium,,Stable,Liquidity,Main financial risk drivers: low liquidity position.,1,25.0,75,25,,,,,22513851.24,2358573.47,59886361.17,41881317.74,33483943.15,18005043.43,11851752.15,22896390.8,25123517.27,0.10476099556923253,0.5591246904274046,0.6993465109878875,1.8596979940747635,0.9113529190174573,0.4717393676462723,,,,,,0,1,0,0,0,0,0
32,4,2024Q2,22.5,Low,-17.880000000000003,Improving,Liquidity,Main financial risk drivers: low liquidity position.,3,0.0,75,25,0.0,0.0,25.0,25.0,23306689.36,3629201.68,59964434.49,42301175.29,32852438.73,17663259.2,11841313.73,19618114.56,22358449.45,0.15571502343994859,0.5478653973711476,0.7054377423846859,1.8599307386034398,0.8774362732027466,0.529612474088627,0.03521557069682402,0.5387274240814723,-0.01885991793651698,-0.0008807490966641351,-0.01898269400619823,0,1,0,0,0,1,1
33,4,2024Q3,25.0,Low,2.5,Stable,Liquidity,No major financial risk drivers detected.,2,25.0,50,25,25.0,0.0,0.0,0.0,23906033.52,3466628.45,60509151.8,40684180.56,32932178.61,19824971.24,11961387.4,20427453.55,17850133.78,0.14501060776559976,0.5442512021793041,0.6723640862538087,1.6611463497891057,1.1443865800539674,0.6701007145056814,0.025715542466903107,-0.04479586540916625,0.002427213414971874,0.010140232134530303,0.12238466386769664,0,0,0,1,1,0,0
34,4,2024Q4,17.5,Low,-7.5,Improving,Liquidity,No major financial risk drivers detected.,2,0.0,50,25,0.0,0.0,25.0,25.0,24605731.99,4084931.29,61012780.26,42366760.46,32836639.69,18646019.8,11847514.97,20702879.8,19675606.71,0.1660154346011797,0.5381928105893531,0.6943915730353246,1.7610535675822891,1.0522104911498305,0.602142294498018,0.029268697770988394,0.17835855469310524,-0.002901081071234879,-0.0095200018352386,-0.05946800253718798,0,0,0,0,0,1,1
35,4,2025Q1,14.38,Low,-3.119999999999999,Stable,Liquidity,No major financial risk drivers detected.,2,12.5,25,25,0.0,0.0,25.0,0.0,25653412.64,4046213.29,62044246.25,40821646.77,32516178.1,21222599.48,11754187.51,24508632.83,15522428.81,0.1577261219308871,0.5240804758749084,0.657944116292653,1.5321486951041494,1.5789173930184703,0.7572389381761964,0.042578723137592034,-0.009478250000136468,-0.009759268701833523,-0.007877386965648325,0.1381838970266458,0,0,0,0,1,1,0
36,4,2025Q2,21.25,Low,6.869999999999999,Deteriorating,Liquidity,No major financial risk drivers detected.,1,25.0,50,25,0.0,0.0,0.0,0.0,26032353.32,3840029.87,61258971.85,37941463.94,32230127.29,23317507.91,12298587.13,19892437.89,19812724.35,0.14750990134456274,0.5261290928767032,0.6193617488864204,1.3822286418600382,1.0040233507816405,0.6207418481547693,0.014771550487950869,-0.05095713083380238,-0.008797184254566548,0.046315376501935734,0.09871120792597643,0,0,0,0,1,0,0
37,4,2025Q3,37.5,Low,16.25,Rapid Deterioration,Liquidity,Main financial risk drivers: low liquidity position.,4,50.0,75,25,25.0,0.0,0.0,25.0,26196821.54,2635995.38,61167131.66,38368200.45,32618529.56,22798931.21,12445697.74,15324828.05,17578403.75,0.10062271775891175,0.5332689088857628,0.6272682633423325,1.4307043281788996,0.871798615389068,0.7080106883993946,0.006317839112672141,-0.313548209457027,0.012050907106423647,0.011961586192380746,-0.02223979946748944,0,1,0,1,1,0,1
38,4,2025Q4,35.62,Low,-1.8800000000000026,Stable,Liquidity,"Main financial risk drivers: low liquidity position, declining equity.",4,12.5,75,50,25.0,0.0,0.0,75.0,28041336.9,3468295.76,60709047.11,46251269.53,32807960.8,14457777.58,12672781.28,22120535.2,22939355.74,0.12368510718189046,0.5404130415777169,0.7618513505276463,2.2692257242485536,0.9643049896744834,0.5524471316298616,0.07040989141310927,0.3157442483833184,0.0058074733151767255,0.018245946892166742,-0.3658572216903496,0,1,1,1,0,0,1
39,4,2026Q1,21.25,Low,-14.369999999999997,Improving,Liquidity,No major financial risk drivers detected.,1,25.0,50,25,0.0,0.0,0.0,0.0,30020728.17,3230341.93,61585992.49,39435339.44,32629736.82,22150653.05,12756293.74,15709609.75,14190900.9,0.10760371672890039,0.5298239989442118,0.6403296893592044,1.4730823848103205,1.1070199038596626,0.8989065479274821,0.070588334538358,-0.06860828673965214,-0.005432339458293911,0.006589907783842053,0.5320925313335745,0,0,0,0,1,0,0
40,4,2026Q2,33.75,Low,12.5,Deteriorating,Liquidity,"Main financial risk drivers: low liquidity position, declining equity.",5,0.0,75,50,25.0,0.0,25.0,75.0,30377093.65,5367135.74,61494673.56,46375282.68,32857029.96,15119390.88,12567350.59,18063941.34,19048281.67,0.17668364860178123,0.534306925427315,0.7541349517816678,2.1731715398312397,0.9483239303653156,0.6597629543557668,0.01187064744006161,0.6614760469025642,0.006965828172438293,-0.014811759108958933,-0.31742911390145223,0,1,1,1,0,1,1
41,5,2024Q1,34.62,Low,,Stable,Profitability,No major financial risk drivers detected.,0,50.0,50,0,,,,,21755178.18,1795147.18,57893568.0,31697138.29,17578608.69,26196429.71,7720845.62,16275910.7,12895821.86,0.08251585738104031,0.3036366438841704,0.5475070786792757,0.6710307047410241,1.2621072837927678,0.598709078321589,,,,,,0,0,0,0,0,0,0
42,5,2024Q2,21.25,Low,-13.369999999999997,Improving,Liquidity,No major financial risk drivers detected.,2,25.0,50,0,25.0,0.0,25.0,0.0,22753015.62,2097300.45,57593216.62,30501197.99,18192812.2,27092018.63,7578394.59,16234263.78,11011635.65,0.09217681229720001,0.31588463481795365,0.5295970563902843,0.6715192562231012,1.474282685697106,0.688216976194631,0.045866663639525296,0.16831671150217353,0.034940393795181324,-0.01845018499411466,0.03418744194969903,0,0,0,1,0,1,0
43,5,2024Q3,15.0,Low,-6.25,Improving,Profitability,No major financial risk drivers detected.,1,50.0,0,0,0.0,25.0,0.0,0.0,22060692.13,1799347.56,57013208.96,25377366.5,17811906.19,31635842.46,7855842.62,24886757.46,10458447.48,0.08156351348347293,0.3124171839283189,0.44511380718465704,0.5630292985723764,2.379584303271751,0.75114806810695,-0.03042776841375905,-0.14206495306859834,-0.0209371704502066,0.036610396397952716,0.1677181716156233,0,0,0,0,1,0,0
44,5,2024Q4,20.0,Low,5.0,Deteriorating,Equity Decline,No major financial risk drivers detected.,2,25.0,25,0,25.0,25.0,0.0,50.0,21431391.7,1832385.53,57594189.84,31201115.36,18381885.2,26393074.47,7946089.59,21104593.03,12861227.02,0.08550007184087817,0.319162145540478,0.5417406763890334,0.6964662347652596,1.6409470882662331,0.6178329313092243,-0.028525869736617304,0.01836108305835027,0.0319998883847703,0.011487879068534657,-0.16572240795006166,0,0,0,1,0,0,1
45,5,2025Q1,30.62,Low,10.620000000000001,Deteriorating,Profitability,Main financial risk drivers: weak profitability or declining profit.,3,62.5,50,0,25.0,0.0,25.0,0.0,22216308.2,1127442.97,58903927.21,28629716.46,19014834.82,30274210.75,7944211.94,18394229.08,16260231.51,0.050748439382921416,0.32281098596719526,0.48604087734135987,0.6280868881115258,1.1312402943763498,0.48856696382916387,0.03662461640323622,-0.3847130139692819,0.03443333548835348,-0.00023629861943197383,0.14705131395023874,0,0,0,1,1,1,0
46,5,2025Q2,18.75,Low,-11.870000000000001,Improving,Profitability,No major financial risk drivers detected.,2,25.0,25,0,25.0,25.0,25.0,0.0,22099164.23,2168283.05,60376105.62,25565618.94,19116870.31,34810486.68,7800557.44,18140231.44,9949163.42,0.09811606572236418,0.31662973478811796,0.4234393503434447,0.5491698661306966,1.8232921376619624,0.7840415430627232,-0.005272881927340101,0.9231864561628336,0.00536609920443154,-0.018082913835251957,0.14983960993929468,0,0,0,1,0,1,0
47,5,2025Q3,28.75,Low,10.0,Deteriorating,Profitability,No major financial risk drivers detected.,3,50.0,50,0,25.0,0.0,0.0,50.0,22146743.31,1630119.76,60033296.76,29627185.85,19612089.94,30406110.91,7814187.84,20471539.56,16051773.32,0.07360539367717989,0.32668687209374575,0.4935125580133141,0.6450048806981742,1.2753444215719836,0.4868114995284521,0.0021529809681855028,-0.24819789556534133,0.025904848543171433,0.0017473623013279926,-0.12652439509070368,0,0,0,1,1,0,1
48,5,2025Q4,18.75,Low,-10.0,Improving,Profitability,No major financial risk drivers detected.,2,50.0,0,0,25.0,25.0,0.0,0.0,21887643.39,1438592.7,61181225.5,27169772.73,20680870.7,34011452.77,8053984.91,26488433.99,9946888.55,0.0657262490240161,0.3380264211935408,0.44408676857903084,0.6080560815750181,2.662986908604701,0.8096989193671019,-0.011699233443637103,-0.11749263133893917,0.05449601563473139,0.030687395147132923,0.1185729365610606,0,0,0,1,1,0,0
49,5,2026Q1,9.38,Low,-9.37,Improving,Debt Growth,No major financial risk drivers detected.,3,12.5,0,0,25.0,0.0,25.0,25.0,22020871.45,2315623.77,61435763.39,30016140.68,21359275.87,31419622.71,7780562.35,25530597.33,10675273.75,0.10515586430163736,0.3476684375908103,0.48857764636950496,0.6798068858796936,2.3915637132958767,0.7288396093823823,0.0060869074676568324,0.6096451552965618,0.032803511024320775,-0.03394873010756616,-0.0762046266452382,0,0,0,1,0,1,1
50,5,2026Q2,16.88,Low,7.499999999999998,Deteriorating,Liquidity,No major financial risk drivers detected.,3,12.5,25,0,25.0,25.0,25.0,25.0,21791205.24,2400153.79,59536182.86,30797453.26,21485275.68,28738729.61,7661625.61,26456981.27,17325626.22,0.1101432327200641,0.36087761505508115,0.5172896847018318,0.7476070087845473,1.5270432903290465,0.442213488431127,-0.010429478711661111,0.0365042115628309,0.005899067494931742,-0.015286393791317576,-0.08532543896991951,0,0,0,1,0,1,1
51,6,2024Q1,17.31,Low,,Stable,Profitability,No major financial risk drivers detected.,0,25.0,25,0,,,,,23520046.19,2687149.27,62088457.48,31266692.89,17824276.65,30821764.59,7580553.94,20826114.37,12768862.46,0.11424931942278638,0.2870787481834538,0.5035830194375768,0.5783016283169918,1.6310078078795438,0.5936749623348986,,,,,,0,0,0,0,0,0,0
52,6,2024Q2,25.62,Low,8.310000000000002,Deteriorating,Profitability,Main financial risk drivers: weak profitability or declining profit.,3,62.5,25,0,25.0,0.0,0.0,25.0,23916980.57,1689509.71,62179394.98,31839739.91,18400433.83,30339655.08,7700730.25,26964196.21,15943780.33,0.0706405938264305,0.2959249416292728,0.5120625557749677,0.6064813123775301,1.6912046987541505,0.4829927464260291,0.016876428591741544,-0.37126317139799236,0.03232429519096369,0.015853235918007247,-0.015641852970235903,0,0,0,1,1,0,1
53,6,2024Q3,23.12,Low,-2.5,Stable,Liquidity,No major financial risk drivers detected.,2,37.5,50,0,25.0,0.0,0.0,0.0,24381350.16,1548728.78,61873037.25,29188534.71,18896912.49,32684502.54,7791862.01,17475860.53,13254145.1,0.06352104251145377,0.30541433441591714,0.47174885874864664,0.5781612391644495,1.3185203872560594,0.5878811459518426,0.01941589527327192,-0.083326499496709,0.02698189969795939,0.011834171181362985,0.07728655628473935,0,0,0,1,1,0,0
54,6,2024Q4,12.5,Low,-10.620000000000001,Improving,Profitability,No major financial risk drivers detected.,1,25.0,25,0,0.0,0.0,0.0,25.0,24713525.76,2120194.67,62155536.56,30797167.71,18437660.16,31358368.85,7950463.83,26997745.02,13653759.23,0.08579086167590196,0.2966374546892014,0.495485509649987,0.5879661741398261,1.9773122233385096,0.5822911987880425,0.013624167563327516,0.36899029538277195,-0.024303035230915593,0.02035480348554075,-0.040573776161257014,0,0,0,0,0,0,1
55,6,2025Q1,18.12,Low,5.620000000000001,Deteriorating,Profitability,No major financial risk drivers detected.,2,37.5,25,0,25.0,0.0,0.0,0.0,24746584.6,1930849.58,62146749.17,30128952.17,18815570.54,32017797.0,8169386.64,17004028.06,10969009.87,0.07802489156422822,0.30276033406881414,0.48480334969064,0.5876597487328687,1.5501880535731527,0.7447697410085383,0.001337682058037526,-0.08930552117650581,0.0204966561223352,0.02753585384212731,0.021028777139344035,0,0,0,1,1,0,0
